field_1,lfenzid,lake_name,site,indicator,indicator_name,measurement,value,units,tli_band,nof_band,max_nof_band,national_bottom_line,max_national_bottom_line,lake_category,lake_type,lake_volume,nzsegment,lat,long,region,depth_bin,human_modified,period,n_leftcensored,n_rightcensored,dl,al,imputed_lower,imputed_upper,n_values,n_month,n_qtr,n_years,filter_ok,incl_ineq
9914,7409,Lake Benmore,ECAN-00354,CHLA,Chlorophyll-a,Annual maximum,2.8,mg/m3,NA,A,A,FALSE,FALSE,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.44894494,170.2116966,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,24,13,5,FALSE,2.8
9915,7409,Lake Benmore,ECAN-00354,TLI3,Trophic level index 3,5th,1.57106,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.44894494,170.2116966,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,23,22,13,5,FALSE,1.57106
9916,7409,Lake Benmore,ECAN-00354,TLI3,Trophic level index 3,20th,1.70807,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.44894494,170.2116966,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,23,22,13,5,FALSE,1.70807
9917,7409,Lake Benmore,ECAN-00354,TLI3,Trophic level index 3,25th,1.73125,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.44894494,170.2116966,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,23,22,13,5,FALSE,1.73125
9918,7409,Lake Benmore,ECAN-00354,TLI3,Trophic level index 3,Median,1.90129,NA,Microtrophic (very good),NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.44894494,170.2116966,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,23,22,13,5,FALSE,1.90129
9919,7409,Lake Benmore,ECAN-00354,TLI3,Trophic level index 3,75th,2.10249,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.44894494,170.2116966,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,23,22,13,5,FALSE,2.10249
9920,7409,Lake Benmore,ECAN-00354,TLI3,Trophic level index 3,80th,2.13034,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.44894494,170.2116966,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,23,22,13,5,FALSE,2.13034
9921,7409,Lake Benmore,ECAN-00354,TLI3,Trophic level index 3,95th,2.3441,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.44894494,170.2116966,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,23,22,13,5,FALSE,2.3441
9922,7409,Lake Benmore,ECAN-00354,TLI3,Trophic level index 3,Annual maximum,2.359774352,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.44894494,170.2116966,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,23,22,13,5,FALSE,2.359774352
9923,7409,Lake Benmore,ECAN-00354,TN,Total nitrogen,5th,0.0257,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.44894494,170.2116966,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,24,23,13,5,FALSE,0.0257
9924,7409,Lake Benmore,ECAN-00354,TN,Total nitrogen,20th,0.032,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.44894494,170.2116966,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,24,23,13,5,FALSE,0.032
9925,7409,Lake Benmore,ECAN-00354,TN,Total nitrogen,25th,0.0325,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.44894494,170.2116966,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,24,23,13,5,FALSE,0.0325
9926,7409,Lake Benmore,ECAN-00354,TN,Total nitrogen,Median,0.0435,mg/L,NA,A,A,FALSE,FALSE,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.44894494,170.2116966,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,24,23,13,5,FALSE,0.0435
9927,7409,Lake Benmore,ECAN-00354,TN,Total nitrogen,75th,0.0485,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.44894494,170.2116966,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,24,23,13,5,FALSE,0.0485
9928,7409,Lake Benmore,ECAN-00354,TN,Total nitrogen,80th,0.0531,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.44894494,170.2116966,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,24,23,13,5,FALSE,0.0531
9929,7409,Lake Benmore,ECAN-00354,TN,Total nitrogen,95th,0.0585,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.44894494,170.2116966,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,24,23,13,5,FALSE,0.0585
9930,7409,Lake Benmore,ECAN-00354,TN,Total nitrogen,Annual maximum,0.062,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.44894494,170.2116966,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,24,23,13,5,FALSE,0.062
9931,7409,Lake Benmore,ECAN-00354,TP,Total phosphorus,5th,0.00365,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.44894494,170.2116966,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,23,22,13,5,FALSE,0.00365
9932,7409,Lake Benmore,ECAN-00354,TP,Total phosphorus,20th,0.004,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.44894494,170.2116966,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,23,22,13,5,FALSE,0.004
9933,7409,Lake Benmore,ECAN-00354,TP,Total phosphorus,25th,0.004,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.44894494,170.2116966,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,23,22,13,5,FALSE,0.004
9934,7409,Lake Benmore,ECAN-00354,TP,Total phosphorus,Median,0.004,mg/L,NA,A,A,FALSE,FALSE,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.44894494,170.2116966,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,23,22,13,5,FALSE,0.004
9935,7409,Lake Benmore,ECAN-00354,TP,Total phosphorus,75th,0.004,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.44894494,170.2116966,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,23,22,13,5,FALSE,0.004
9936,7409,Lake Benmore,ECAN-00354,TP,Total phosphorus,80th,0.004,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.44894494,170.2116966,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,23,22,13,5,FALSE,0.004
9937,7409,Lake Benmore,ECAN-00354,TP,Total phosphorus,95th,0.006,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.44894494,170.2116966,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,23,22,13,5,FALSE,0.006
9938,7409,Lake Benmore,ECAN-00354,TP,Total phosphorus,Annual maximum,0.006,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.44894494,170.2116966,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,23,22,13,5,FALSE,0.006
9939,7409,Lake Benmore,ECAN-00367,CHLA,Chlorophyll-a,5th,0.6,mg/m3,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.53162496,170.1093329,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,24,13,5,FALSE,0.6
9940,7409,Lake Benmore,ECAN-00367,CHLA,Chlorophyll-a,20th,1.05,mg/m3,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.53162496,170.1093329,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,24,13,5,FALSE,1.05
9941,7409,Lake Benmore,ECAN-00367,CHLA,Chlorophyll-a,25th,1.2,mg/m3,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.53162496,170.1093329,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,24,13,5,FALSE,1.2
9942,7409,Lake Benmore,ECAN-00367,CHLA,Chlorophyll-a,Median,1.5,mg/m3,NA,A,A,FALSE,FALSE,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.53162496,170.1093329,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,24,13,5,FALSE,1.5
9943,7409,Lake Benmore,ECAN-00367,CHLA,Chlorophyll-a,75th,2.45,mg/m3,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.53162496,170.1093329,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,24,13,5,FALSE,2.45
9944,7409,Lake Benmore,ECAN-00367,CHLA,Chlorophyll-a,80th,2.85,mg/m3,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.53162496,170.1093329,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,24,13,5,FALSE,2.85
9945,7409,Lake Benmore,ECAN-00367,CHLA,Chlorophyll-a,95th,7.175,mg/m3,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.53162496,170.1093329,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,24,13,5,FALSE,7.175
9946,7409,Lake Benmore,ECAN-00367,CHLA,Chlorophyll-a,Annual maximum,9.8,mg/m3,NA,A,A,FALSE,FALSE,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.53162496,170.1093329,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,24,13,5,FALSE,9.8
9947,7409,Lake Benmore,ECAN-00367,TLI3,Trophic level index 3,5th,1.815,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.53162496,170.1093329,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,24,13,5,FALSE,1.815
9948,7409,Lake Benmore,ECAN-00367,TLI3,Trophic level index 3,20th,2.11214,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.53162496,170.1093329,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,24,13,5,FALSE,2.11214
9949,7409,Lake Benmore,ECAN-00367,TLI3,Trophic level index 3,25th,2.13667,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.53162496,170.1093329,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,24,13,5,FALSE,2.13667
9950,7409,Lake Benmore,ECAN-00367,TLI3,Trophic level index 3,Median,2.33603,NA,Oligotrophic (good),NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.53162496,170.1093329,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,24,13,5,FALSE,2.33603
9951,7409,Lake Benmore,ECAN-00367,TLI3,Trophic level index 3,75th,2.63668,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.53162496,170.1093329,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,24,13,5,FALSE,2.63668
9952,7409,Lake Benmore,ECAN-00367,TLI3,Trophic level index 3,80th,2.71727,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.53162496,170.1093329,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,24,13,5,FALSE,2.71727
9953,7409,Lake Benmore,ECAN-00367,TLI3,Trophic level index 3,95th,3.30902,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.53162496,170.1093329,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,24,13,5,FALSE,3.30902
9954,7409,Lake Benmore,ECAN-00367,TLI3,Trophic level index 3,Annual maximum,3.542894574,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.53162496,170.1093329,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,24,13,5,FALSE,3.542894574
9955,7409,Lake Benmore,ECAN-00367,TN,Total nitrogen,5th,0.05925,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.53162496,170.1093329,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,24,13,5,FALSE,0.05925
9956,7409,Lake Benmore,ECAN-00367,TN,Total nitrogen,20th,0.065,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.53162496,170.1093329,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,24,13,5,FALSE,0.065
9957,7409,Lake Benmore,ECAN-00367,TN,Total nitrogen,25th,0.0675,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.53162496,170.1093329,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,24,13,5,FALSE,0.0675
9958,7409,Lake Benmore,ECAN-00367,TN,Total nitrogen,Median,0.078,mg/L,NA,A,A,FALSE,FALSE,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.53162496,170.1093329,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,24,13,5,FALSE,0.078
9959,7409,Lake Benmore,ECAN-00367,TN,Total nitrogen,75th,0.0955,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.53162496,170.1093329,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,24,13,5,FALSE,0.0955
9960,7409,Lake Benmore,ECAN-00367,TN,Total nitrogen,80th,0.1025,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.53162496,170.1093329,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,24,13,5,FALSE,0.1025
9961,7409,Lake Benmore,ECAN-00367,TN,Total nitrogen,95th,0.13925,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.53162496,170.1093329,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,24,13,5,FALSE,0.13925
9962,7409,Lake Benmore,ECAN-00367,TN,Total nitrogen,Annual maximum,0.167,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.53162496,170.1093329,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,24,13,5,FALSE,0.167
9963,7409,Lake Benmore,ECAN-00367,TP,Total phosphorus,5th,0.004,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.53162496,170.1093329,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,24,13,5,FALSE,0.004
9964,7409,Lake Benmore,ECAN-00367,TP,Total phosphorus,20th,0.004,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.53162496,170.1093329,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,24,13,5,FALSE,0.004
9965,7409,Lake Benmore,ECAN-00367,TP,Total phosphorus,25th,0.004,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.53162496,170.1093329,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,24,13,5,FALSE,0.004
9966,7409,Lake Benmore,ECAN-00367,TP,Total phosphorus,Median,0.004,mg/L,NA,A,A,FALSE,FALSE,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.53162496,170.1093329,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,24,13,5,FALSE,0.004
9967,7409,Lake Benmore,ECAN-00367,TP,Total phosphorus,75th,0.00625,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.53162496,170.1093329,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,24,13,5,FALSE,0.00625
9968,7409,Lake Benmore,ECAN-00367,TP,Total phosphorus,80th,0.007,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.53162496,170.1093329,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,24,13,5,FALSE,0.007
9969,7409,Lake Benmore,ECAN-00367,TP,Total phosphorus,95th,0.011,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.53162496,170.1093329,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,24,13,5,FALSE,0.011
9970,7409,Lake Benmore,ECAN-00367,TP,Total phosphorus,Annual maximum,0.014,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.53162496,170.1093329,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,25,24,13,5,FALSE,0.014
9971,7409,Lake Benmore,ECAN-00368,CHLA,Chlorophyll-a,5th,0.5,mg/m3,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.56187802,170.2049312,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,Imputed,No censored - no imputation required,25,25,14,5,FALSE,0.5
9972,7409,Lake Benmore,ECAN-00368,CHLA,Chlorophyll-a,20th,0.75,mg/m3,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.56187802,170.2049312,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,Imputed,No censored - no imputation required,25,25,14,5,FALSE,0.75
9973,7409,Lake Benmore,ECAN-00368,CHLA,Chlorophyll-a,25th,0.8,mg/m3,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.56187802,170.2049312,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,Imputed,No censored - no imputation required,25,25,14,5,FALSE,0.8
9974,7409,Lake Benmore,ECAN-00368,CHLA,Chlorophyll-a,Median,1.1,mg/m3,NA,A,A,FALSE,FALSE,Seasonally stratified and brackish,Stratified,3034119680,13188655,-44.56187802,170.2049312,Canterbury,> 50 m,8.687938552,2016-2020,0,0,NA,NA,Imputed,No censored - no imputation required,25,25,14,5,FALSE,1.1
